"#","פריט","שם פריט","מחיר מכירה","מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX"
"1747","3468335506814","JR TL BERMUDA B","119.90","1","","","1","",""
"1748","3468335506821","JR TL BERMUDA B","119.90","1","","","1","",""
"1749","3468335506838","JR TL BERMUDA B","119.90","1","","","1","",""
"1750","3468335506845","JR TL BERMUDA B","119.90","1","","","1","",""
"1751","3468335506852","JR TL BERMUDA B","119.90","2","1","","1","",""
"1752","3468335506869","JR TL BERMUDA N","","1","1","","","",""
"1753","3468335506876","JR TL BERMUDA N","119.90","","","","","",""
"1754","3468335506883","JR TL BERMUDA N","119.90","","","","","",""
"1755","3468335506890","JR TL BERMUDA N","119.90","","","","","",""
"1756","3468335506906","JR TL BERMUDA N","119.90","","","","","",""
"1757","3468335506913","JR TL BERMUDA -","119.90","2","2","","","",""
"1758","3468335506920","JR TL BERMUDA -","119.90","1","1","","","",""
"1759","3468335506937","JR TL BERMUDA -","119.90","1","1","","","",""
"1760","3468335506944","JR TL BERMUDA -","119.90","","","","","",""
"1761","3468335506951","JR TL BERMUDA -","119.90","1","1","","","",""
"1762","3468335507118","JR TL HOODIE WH","149.90","2","2","","","",""
"1763","3468335507125","JR TL HOODIE WH","149.90","1","","","1","",""
"1764","3468335507132","JR TL HOODIE WH","149.90","1","","","1","",""
"1765","3468335507149","JR TL HOODIE WH","149.90","1","","","1","",""
"1766","3468335507156","JR TL HOODIE WH","149.90","1","","","1","",""
"1767","3468335507163","JR TL HOODIE RE","179.90","","","","","",""
"1768","3468335507170","JR TL HOODIE RE","179.90","","","","","",""
"1769","3468335507187","JR TL HOODIE RE","179.90","1","","","1","",""
"1770","3468335507194","JR TL HOODIE RE","179.90","","","","","",""
"1771","3468335507200","JR TL HOODIE RE","179.90","1","","","1","",""
"1772","3468335507217","JR TL HOODIE","149.90","1","","","1","",""
"1773","3468335507224","JR TL HOODIE","149.90","","","","","",""
"1774","3468335507231","JR TL HOODIE","149.90","1","","","1","",""
"1775","3468335507248","JR TL HOODIE","149.90","1","","","1","",""
"1776","3468335507255","JR TL HOODIE","149.90","1","","","1","",""
"1777","3468335507262","JR TL HOODIE ME","","1","","","1","",""
"1778","3468335507279","JR TL HOODIE ME","","1","1","","","",""
"1779","3468335507286","JR TL HOODIE ME","179.90","1","","","1","",""
"1780","3468335507293","JR TL HOODIE ME","","1","1","","","",""
"1781","3468335507309","JR TL HOODIE ME","179.90","1","","","1","",""
"1782","3468335507316","JR TL HOODIE NA","149.90","1","","","1","",""
"1783","3468335507323","JR TL HOODIE NA","149.90","1","","","1","",""
"1784","3468335507347","JR TL HOODIE NA","149.90","1","","","1","",""
"1785","3468335507354","JR TL HOODIE NA","149.90","1","","","1","",""
"1786","3468335507385","JR TL S/S TEE","89.90","","","","","",""
"1787","3468335507392","JR TL S/S TEE","89.90","","","","","",""
"1788","3468335507408","JR TL S/S TEE","89.90","","","","","",""
"1789","3468335507439","JR TL S/S TEE-R","89.90","","","","","",""
"1790","3468335507446","JR TL S/S TEE-R","89.90","","","","","",""
"1791","3468335507453","JR TL S/S TEE-R","89.90","","","","","",""
"1792","3468335507484","JR TL S/S TEE-B","89.90","","","","","",""
"1793","3468335507491","JR TL S/S TEE-B","89.90","","","","","",""
"1794","3468335507538","JR TL S/S TEE-N","89.90","5","5","","","",""
"1795","3468335507545","JR TL S/S TEE-N","89.90","8","8","","","",""
"1796","3468335507552","JR TL S/S TEE-N","89.90","","","","","",""
"1797","3468335507583","JR TL S/S TEE-R","89.90","","","","","",""
"1798","3468335507590","JR TL S/S TEE-R","89.90","","","","","",""
"1799","3468335507606","JR TL S/S TEE-R","89.90","","","","","",""
"1800","3468335510682","COBRA CORE-SMOK","199.90","","","","","",""
"1801","3468335510699","משקפת COBRA CORE","129.00","","","","","",""
"1802","3468335510705","משקפת COBRA CORE","129.00","","","","","",""
"1803","3468335510712","משקפת קוברה קור מראה","219.90","","","","","",""
"1804","3468335510729","COBRA CORE MIRR","219.90","","","","","",""
"1805","3468335510750","FLEX PADDLE BLA","99.90","","","","","",""
"1806","3468335510767","FLEX PADDLE ACI","99.90","","","","","",""
"1807","3468335511764","W JEWEL ONE PIE","279.90","","","","","",""
"1808","3468335511771","W JEWEL ONE PIE","279.90","","","","","",""
"1809","3468335511788","W JEWEL ONE PIE","279.90","","","","","",""
"1810","3468335511795","W JEWEL ONE PIE","279.90","","","","","",""
"1811","3468335511801","W JEWEL ONE PIE","279.90","","","","","",""
"1812","3468335511818","W JEWEL ONE PIE","279.90","","","","","",""
"1813","3468335513515","W SOLID SWIM TE","199.90","","","","","",""
"1814","3468335513522","W SOLID SWIM TE","199.90","","","","","",""
"1815","3468335513539","W SOLID SWIM TE","199.90","","","","","",""
"1816","3468335513546","W SOLID SWIM TE","199.90","","","","","",""
"1817","3468335513553","W SOLID SWIM TE","199.90","","","","","",""
"1818","3468335513560","W SOLID SWIM TE","199.90","","","","","",""
"1819","3468335513607","W SOLID SWIM TE","199.90","","","","","",""
"1820","3468335513614","W SOLID SWIM TE","199.90","","","","","",""
"1821","3468335513621","W SOLID SWIM TE","199.90","","","","","",""
"1822","3468335513638","W SOLID SWIM TE","199.90","","","","","",""
"1823","3468335513690","W SOLID SWIM TE","189.00","","","","","",""
"1824","3468335513706","W SOLID SWIM TE","189.00","","","","","",""
"1825","3468335513713","W SOLID SWIM TE","189.00","","","","","",""
"1826","3468335513720","W SOLID SWIM TE","189.00","","","","","",""
"1827","3468335513737","W SOLID SWIM TE","189.00","","","","","",""
"1828","3468335513744","W SOLID SWIM TE","189.00","","","","","",""
"1829","3468335513751","W SOLID SWIM TE","189.00","","","","","",""
"1830","3468335513782","W SOLID SWIM TE","189.00","","","","","",""
"1831","3468335513799","W SOLID SWIM TE","189.00","","","","","",""
"1832","3468335513805","W SOLID SWIM TE","189.00","","","","","",""
"1833","3468335514079","W SOLID SWIM PR","199.90","","","","","",""
"1834","3468335514086","W SOLID SWIM PR","199.90","","","","","",""
"1835","3468335514093","40W SOLID SWIM PRO R","199.90","2","2","","","",""
"1836","3468335514109","W SOLID SWIM PR","199.90","11","-1","","12","",""
"1837","3468335514116","W SOLID SWIM PR","199.90","4","4","","","",""
"1838","3468335514123","W SOLID SWIM PR","199.90","7","2","","5","",""
"1839","3468335514147","W SOLID SWIM PR","199.90","","","","","",""
"1840","3468335514154","W SOLID SWIM PR","199.90","","","","","",""
"1841","3468335514161","W SOLID SWIM PR","199.90","","","","","",""
"1842","3468335514178","W SOLID SWIM PR","199.90","","","","","",""
"1843","3468335514185","W SOLID SWIM PR","199.90","","","","","",""
"1844","3468335514192","W SOLID SWIM PR","199.90","","","","","",""
"1845","3468335514208","W SOLID SWIM PR","199.90","-2","-2","","","",""
"1846","3468335514239","W SOLID SWIM PR","199.90","","","","","",""
"1847","3468335514246","W SOLID SWIM PR","199.90","2","2","","","",""
"1848","3468335514253","W SOLID SWIM PR","199.90","","","","","",""
"1849","3468335514260","W SOLID SWIM PR","199.90","","","","","",""
"1850","3468335514277","W SOLID SWIM PR","199.90","-1","-1","","","",""
"1851","3468335514284","W SOLID SWIM PR","199.90","","","","","",""
"1852","3468335514321","W SOLID SWIM PR","199.90","","","","","",""
"1853","3468335514338","W SOLID SWIM PR","199.90","","","","","",""
"1854","3468335514345","W SOLID SWIM PR","199.90","-1","","","-1","",""
"1855","3468335514352","W SOLID SWIM PR","199.90","-1","-1","","","",""
"1856","3468335514369","W SOLID SWIM PR","199.90","","","","","",""
"1857","3468335514376","W SOLID SWIM PR","199.90","8","3","","5","",""
"1858","3468335514598","W SOLID LIGHT T","189.90","","","","","",""
"1859","3468335514604","W SOLID LIGHT T","189.90","","","","","",""
"1860","3468335514611","W SOLID LIGHT T","189.90","","","","","",""
"1861","3468335514628","W SOLID LIGHT T","189.90","","","","","",""
"1862","3468335514635","W SOLID LIGHT T","189.90","4","4","","","",""
"1863","3468335514642","42W SOLID LIGHT TECH","189.90","10","10","","","",""
"1864","3468335514659","W SOLID LIGHT T","189.90","5","5","","","",""
"1865","3468335514680","W SOLID LIGHT T","189.90","","","","","",""
"1866","3468335514697","W SOLID LIGHT T","189.90","","","","","",""
"1867","3468335514703","W SOLID LIGHT T","189.90","","","","","",""
"1868","3468335514710","W SOLID LIGHT T","189.90","","","","","",""
"1869","3468335514727","W SOLID LIGHT T","189.90","10","10","","","",""
"1870","3468335514734","W SOLID LIGHT T","189.90","15","15","","","",""
"1871","3468335514741","W SOLID LIGHT T","189.90","2","2","","","",""
"1872","3468335514772","W SOLID LIGHT T","189.90","","","","","",""
"1873","3468335514789","W SOLID LIGHT T","189.90","","","","","",""
"1874","3468335514796","W SOLID LIGHT T","189.90","1","1","","","",""
"1875","3468335514802","W SOLID LIGHT T","189.90","2","2","","","",""
"1876","3468335514819","40W SOLID LIGHT TECH","189.90","8","3","","5","",""
"1877","3468335514826","W SOLID LIGHT T","189.90","9","9","","","",""
"1878","3468335514833","W SOLID LIGHT T","189.90","4","4","","","",""
"1879","3468335514864","W SOLID LIGHT T","189.90","","","","","",""
"1880","3468335514871","W SOLID LIGHT T","189.90","","","","","",""
"1881","3468335514888","W SOLID LIGHT T","189.90","9","9","","","",""
"1882","3468335514895","W SOLID LIGHT T","189.90","1","1","","","",""
"1883","3468335514901","W SOLID LIGHT T","189.90","1","1","","","",""
"1884","3468335514918","W SOLID LIGHT T","189.90","6","6","","","",""
"1885","3468335514925","W SOLID LIGHT T","189.90","6","6","","","",""
"1886","3468335515274","W SOLID BOTTOM","99.00","21","19","","2","",""
"1887","3468335515557","36W SOLID TIE BACK T","129.90","","","","","",""
"1888","3468335515694","W SOLID WATERPO","279.90","3","3","","","",""
"1889","3468335515700","W SOLID WATERPO","279.90","1","1","","","",""
"1890","3468335515724","W SOLID WATERPO","279.90","3","3","","","",""
"1891","3468335515731","W SOLID WATERPO","279.90","3","3","","","",""
"1892","3468335515748","W SOLID WATERPO","279.90","4","4","","","",""
"1893","3468335515755","W SOLID WATERPO","279.90","1","1","","","",""
"1894","3468335515762","W SOLID WATERPO","279.90","2","2","","","",""
"1895","3468335515779","W SOLID WATERPO","279.90","1","1","","","",""
"1896","3468335515786","W SOLID WATERPO","279.90","","","","","",""
"1897","3468335515793","W SOLID WATERPO","279.90","","","","","",""
"1898","3468335515809","W SOLID WATERPO","279.90","","","","","",""
"1899","3468335515816","W SOLID WATERPO","279.90","","","","","",""
"1900","3468335515823","W SOLID WATERPO","279.90","","","","","",""
"1901","3468335515830","W SOLID WATERPO","279.90","","","","","",""
"1902","3468335515847","W SOLID WATERPO","279.90","","","","","",""
"1903","3468335515960","W SOLID WATERPO","279.90","","","","","",""
"1904","3468335515977","W SOLID WATERPO","279.90","","","","","",""
"1905","3468335515984","W SOLID WATERPO","279.90","1","1","","","",""
"1906","3468335515991","W SOLID WATERPO","279.90","7","7","","","",""
"1907","3468335516004","W SOLID WATERPO","279.90","7","7","","","",""
"1908","3468335516011","W SOLID WATERPO","220.00","","","","","",""
"1909","3468335516028","W SOLID WATERPO","279.90","","","","","",""
"1910","3468335516035","W SOLID WATERPO","279.90","","","","","",""
"1911","3468335516059","M SOLID WATERPO","119.90","","","","","",""
"1912","3468335516066","M SOLID WATERPO","119.90","","","","","",""
"1913","3468335516073","M SOLID WATERPO","119.90","2","2","","","",""
"1914","3468335516080","M SOLID WATERPO","119.90","1","1","","","",""
"1915","3468335516097","M SOLID WATERPO","119.90","","","","","",""
"1916","3468335516103","M SOLID WATERPO","119.90","","","","","",""
"1917","3468335516110","M SOLID WATERPO","119.90","1","1","","","",""
"1918","3468335516127","M SOLID WATERPO","119.90","","","","","",""
"1919","3468335516158","M SOLID WATERPO","119.90","2","2","","","",""
"1920","3468335516165","M SOLID WATERPO","119.90","4","4","","","",""
"1921","3468335516172","M SOLID WATERPO","119.90","3","3","","","",""
"1922","3468335516189","M SOLID WATERPO","119.90","1","1","","","",""
"1923","3468335516196","M SOLID WATERPO","119.90","-1","-1","","","",""
"1924","3468335516202","M SOLID WATERPO","119.90","-1","-1","","","",""
"1925","3468335516226","M SOLID WATERPO","119.90","","","","","",""
"1926","3468335516257","M SOLID WATERPO","119.90","","","","","",""
"1927","3468335516264","M SOLID WATERPO","119.90","1","1","","","",""
"1928","3468335516271","M SOLID WATERPO","119.90","","","","","",""
"1929","3468335516288","M SOLID WATERPO","119.90","","","","","",""
"1930","3468335516295","M SOLID WATERPO","119.90","","","","","",""
"1931","3468335516301","M SOLID WATERPO","119.90","","","","","",""
"1932","3468335516318","M SOLID WATERPO","119.90","","","","","",""
"1933","3468335516325","M SOLID WATERPO","119.90","1","1","","","",""
"1934","3468335516356","M SOLID WATERPO","119.90","","","","","",""
"1935","3468335516363","M SOLID WATERPO","119.90","4","4","","","",""
"1936","3468335516370","M SOLID WATERPO","119.90","6","6","","","",""
"1937","3468335516387","M SOLID WATERPO","119.90","","","","","",""
"1938","3468335516394","M SOLID WATERPO","119.90","-1","-1","","","",""
"1939","3468335516400","M SOLID WATERPO","119.90","-1","-1","","","",""
"1940","3468335516417","M SOLID WATERPO","119.90","-1","-1","","","",""
"1941","3468335516424","M SOLID WATERPO","119.90","6","6","","","",""
"1942","3468335516431","M SOLID WATERPO","119.90","","","","","",""
"1943","3468335516448","M SOLID WATERPO","119.90","","","","","",""
"1944","3468335516455","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1945","3468335516462","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1946","3468335516479","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1947","3468335516486","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1948","3468335516493","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1949","3468335516509","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1950","3468335516516","סליפ גבר אדום/לבן SO","89.00","2","2","","","",""
"1951","3468335516523","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1952","3468335516547","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"1953","3468335516554","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1954","3468335516561","סליפ גבר שחור/לבן SO","89.90","","","","","",""
"1955","3468335516578","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1956","3468335516585","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1957","3468335516592","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1958","3468335516608","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1959","3468335516615","סליפ גבר שחור/לבן SO","89.00","-1","-1","","","",""
"1960","3468335516622","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1961","3468335516639","סליפ גבר שחור/לבן SO","89.90","","","","","",""
"1962","3468335516646","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"1963","3468335516653","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"1964","3468335516660","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"1965","3468335516677","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"1966","3468335516684","סליפ גבר רויאל/לבן S","89.00","-1","-1","","","",""
"1967","3468335516691","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"1968","3468335516707","סליפ גבר רויאל/לבן S","89.00","-1","-1","","","",""
"1969","3468335516714","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"1970","3468335516721","סליפ גבר רויאל/לבן 1","89.00","","","","","",""
"1971","3468335516745","סליפ גבר רויאל/לבן 1","89.00","","","","","",""
"1972","3468335516752","M SOLID BRIEF N","89.00","","","","","",""
"1973","3468335516769","M SOLID BRIEF N","89.00","","","","","",""
"1974","3468335516776","M SOLID BRIEF N","89.00","","","","","",""
"1975","3468335516783","M SOLID BRIEF N","89.00","","","","","",""
"1976","3468335516790","M SOLID BRIEF N","89.00","","","","","",""
"1977","3468335516806","M SOLID BRIEF N","89.00","","","","","",""
"1978","3468335516813","M SOLID BRIEF N","89.00","","","","","",""
"1979","3468335516820","M SOLID BRIEF N","89.00","","","","","",""
"1980","3468335516844","M SOLID BRIEF N","89.00","","","","","",""
"1981","3468335516851","M SOLID SQUARED","120.00","","","","","",""
"1982","3468335516868","M SOLID SQUARED","120.00","","","","","",""
"1983","3468335516875","M SOLID SQUARED","120.00","","","","","",""
"1984","3468335516882","M SOLID SQUARED","120.00","","","","","",""
"1985","3468335516899","M SOLID SQUARED","120.00","","","","","",""
"1986","3468335516905","M SOLID SQUARED","120.00","","","","","",""
"1987","3468335516912","M SOLID SQUARED","120.00","","","","","",""
"1988","3468335516929","M SOLID SQUARED","120.00","","","","","",""
"1989","3468335516936","M SOLID SQUARED","120.00","","","","","",""
"1990","3468335516943","M SOLID SQUARED","120.00","-1","-1","","","",""
"1991","3468335516950","M SOLID SQUARED","120.00","","","","","",""
"1992","3468335516967","M SOLID SQUARED","120.00","","","","","",""
"1993","3468335516974","M SOLID SQUARED","120.00","","","","","",""
"1994","3468335516981","M SOLID SQUARED","120.00","","","","","",""
"1995","3468335516998","M SOLID SQUARED","120.00","","","","","",""
"1996","3468335517001","M SOLID SQUARED","120.00","","","","","",""
"1997","3468335517018","M SOLID SQUARED","120.00","","","","","",""
"1998","3468335517025","M SOLID SQUARED","120.00","","","","","",""
"1999","3468335517056","M SOLID SQUARED","120.00","","","","","",""
"2000","3468335517063","M SOLID SQUARED","120.00","","","","","",""
