SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
011771_680_36,011771680,3468337982043,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",36,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_38,011771680,3468337982050,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",38,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_40,011771680,3468337982067,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",40,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_42,011771680,3468337982074,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",42,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_44,011771680,3468337982081,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",44,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_46,011771680,3468337982098,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",46,Vietnam,6112419000,Global,Y,18.09524,38
011771_680_48,011771680,3468337982104,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,680,BLUE COSMO-WATER,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",48,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_36,011771790,3468337982111,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",36,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_38,011771790,3468337982128,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",38,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_40,011771790,3468337982135,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",40,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_42,011771790,3468337982142,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",42,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_44,011771790,3468337982159,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",44,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_46,011771790,3468337982166,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",46,Vietnam,6112419000,Global,Y,18.09524,38
011771_790_48,011771790,3468337982173,011771,W ARENA ELASTIC SWIMSUIT SWIM PRO BACK,790,NAVY-NEON PINK,Swimwear,One piece,Woman,"36, 38, 40, 42, 44, 46, 48",48,Vietnam,6112419000,Global,Y,18.09524,38
011781_505_100,011781505,3468337907237,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_105,011781505,3468337907244,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_110,011781505,3468337907251,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_75,011781505,3468337907268,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_80,011781505,3468337907275,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_85,011781505,3468337907282,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_90,011781505,3468337907299,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,14.28571,30
011781_505_95,011781505,3468337907305,011781,M ARENA PLAYFUL SWIM SHORT,505,BLACK-ASPHALT,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_100,011781770,3468337942252,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_105,011781770,3468337942269,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_110,011781770,3468337942276,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_75,011781770,3468337942283,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_80,011781770,3468337942290,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_85,011781770,3468337942306,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_90,011781770,3468337942313,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,14.28571,30
011781_770_95,011781770,3468337942320,011781,M ARENA PLAYFUL SWIM SHORT,770,NAVY-ROYAL,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_100,011781808,3468339182106,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_105,011781808,3468339182113,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_110,011781808,3468339182120,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_75,011781808,3468339182137,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_80,011781808,3468339182144,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_85,011781808,3468339182151,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_90,011781808,3468339182168,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,14.28571,30
011781_808_95,011781808,3468339182175,011781,M ARENA PLAYFUL SWIM SHORT,808,NEON BLUE-NAVY,Swimwear,Shorts,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,14.28571,30
011782_505_100,011782505,3468337907473,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_105,011782505,3468337907480,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_110,011782505,3468337907497,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_75,011782505,3468337907510,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_80,011782505,3468337907527,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_85,011782505,3468337907534,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_90,011782505,3468337907541,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,11.90476,25
011782_505_95,011782505,3468337907558,011782,M ARENA PLAYFUL SWIM BRIEFS,505,BLACK-ASPHALT,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_100,011782770,3468337942337,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_105,011782770,3468337942344,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_110,011782770,3468337942351,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_75,011782770,3468337942368,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_80,011782770,3468337942375,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_85,011782770,3468337942382,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_90,011782770,3468337942399,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,11.90476,25
011782_770_95,011782770,3468337942405,011782,M ARENA PLAYFUL SWIM BRIEFS,770,NAVY-ROYAL,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_100,011782808,3468339168179,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_105,011782808,3468339168186,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_110,011782808,3468339168193,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_75,011782808,3468339168209,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_80,011782808,3468339168216,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_85,011782808,3468339168223,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_90,011782808,3468339168230,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,11.90476,25
011782_808_95,011782808,3468339168247,011782,M ARENA PLAYFUL SWIM BRIEFS,808,NEON BLUE-NAVY,Swimwear,Brief,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,11.90476,25
011783_504_100,011783504,3468337982180,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,20,42
011783_504_105,011783504,3468337982197,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,20,42
011783_504_110,011783504,3468337982203,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,20,42
011783_504_75,011783504,3468337982210,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,20,42
011783_504_80,011783504,3468337982227,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,20,42
011783_504_85,011783504,3468337982234,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,20,42
011783_504_90,011783504,3468337982241,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,20,42
011783_504_95,011783504,3468337982258,011783,M ARENA PATH SWIM MID JAMMER,504,BLACK-FLUO RED,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,20,42
011783_702_100,011783702,3468337982265,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",100,Vietnam,6112319000,Global,Y,20,42
011783_702_105,011783702,3468337982272,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",105,Vietnam,6112319000,Global,Y,20,42
011783_702_110,011783702,3468337982289,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",110,Vietnam,6112319000,Global,Y,20,42
011783_702_75,011783702,3468337982296,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",75,Vietnam,6112319000,Global,Y,20,42
011783_702_80,011783702,3468337982302,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",80,Vietnam,6112319000,Global,Y,20,42
011783_702_85,011783702,3468337982319,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",85,Vietnam,6112319000,Global,Y,20,42
011783_702_90,011783702,3468337982326,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",90,Vietnam,6112319000,Global,Y,20,42
011783_702_95,011783702,3468337982333,011783,M ARENA PATH SWIM MID JAMMER,702,NAVY-DOVE,Swimwear,Mid Jammer,Man,"75, 80, 85, 90, 95, 100, 105, 110",95,Vietnam,6112319000,Global,Y,20,42
011801_500_10-11,011801500,3468337982340,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011801_500_12-13,011801500,3468337982357,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011801_500_14-15,011801500,3468337982364,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011801_500_4-5,011801500,3468337982371,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011801_500_6-7,011801500,3468337982388,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011801_500_8-9,011801500,3468337982395,011801,B ARENA PAINTERLY SWIM SHORT,500,BLACK,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_10-11,011801700,3468337982401,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_12-13,011801700,3468337982418,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_14-15,011801700,3468337982425,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_4-5,011801700,3468337982432,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_6-7,011801700,3468337982449,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011801_700_8-9,011801700,3468337982456,011801,B ARENA PAINTERLY SWIM SHORT,700,NAVY,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_10-11,011801800,3468337982463,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",10-11,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_12-13,011801800,3468337982470,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",12-13,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_14-15,011801800,3468337982487,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",14-15,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_4-5,011801800,3468337982494,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",4-5,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_6-7,011801800,3468337982500,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",6-7,Vietnam,6112319000,Global,Y,10.47619,22
011801_800_8-9,011801800,3468337982517,011801,B ARENA PAINTERLY SWIM SHORT,800,ROYAL,Swimwear,Shorts,Boy,"4-5, 6-7, 8-9, 10-11, 12-13, 14-15",8-9,Vietnam,6112319000,Global,Y,10.47619,22
011806_100_36,011806100,3468337909194,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",36,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_37,011806100,3468337909217,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",37,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_38,011806100,3468337909231,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",38,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_39,011806100,3468337909255,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",39,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_40,011806100,3468337909279,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",40,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_41,011806100,3468337909293,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",41,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_42,011806100,3468337909316,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",42,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_43,011806100,3468337909330,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",43,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_44,011806100,3468337909354,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",44,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_45,011806100,3468337909378,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",45,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_46,011806100,3468337909392,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",46,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_47,011806100,3468337909415,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",47,Vietnam,6402991000,Global,Y,11.90476,25
011806_100_48,011806100,3468337909439,011806,ARENA HYDROSOFT PLUS,100,BLACK,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",48,Vietnam,6402991000,Global,Y,11.90476,25
011806_200_36,011806200,3468337909453,011806,ARENA HYDROSOFT PLUS,200,NAVY,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",36,Vietnam,6402991000,Global,Y,11.90476,25
011806_200_37,011806200,3468337909477,011806,ARENA HYDROSOFT PLUS,200,NAVY,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",37,Vietnam,6402991000,Global,Y,11.90476,25
011806_200_38,011806200,3468337909491,011806,ARENA HYDROSOFT PLUS,200,NAVY,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",38,Vietnam,6402991000,Global,Y,11.90476,25
011806_200_39,011806200,3468337909514,011806,ARENA HYDROSOFT PLUS,200,NAVY,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",39,Vietnam,6402991000,Global,Y,11.90476,25
011806_200_40,011806200,3468337909538,011806,ARENA HYDROSOFT PLUS,200,NAVY,Equipment,Footwear,Uni Adult,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",40,Vietnam,6402991000,Global,Y,11.90476,25
